,age,length_of_service,clusters
6770,54,16,1
6771,55,17,1
6772,56,18,1
6773,57,19,1
6774,58,20,1
6775,59,21,1
6776,60,22,1
6777,51,13,1
6778,52,14,1
6779,53,15,1
6780,54,16,1
6781,55,17,1
6782,56,18,1
6783,57,19,1
6784,58,20,1
6785,59,21,1
6786,60,22,1
6787,51,13,1
6788,52,14,1
6789,53,15,1
6790,54,16,1
6791,55,17,1
6792,56,18,1
6793,57,19,1
6794,58,20,1
6795,59,21,1
6796,60,22,1
6797,51,13,1
6798,52,14,1
6799,53,15,1
6800,54,16,1
6801,55,17,1
6802,56,18,1
6803,57,19,1
6804,58,20,1
6805,59,21,1
6806,60,22,1
6807,51,13,1
6808,52,14,1
6809,53,15,1
6810,54,16,1
6811,55,17,1
6812,56,18,1
6813,57,19,1
6814,58,20,1
6815,51,13,1
6816,52,14,1
6817,53,15,1
6818,54,16,1
6819,55,17,1
6820,56,18,1
6821,57,19,1
6822,58,20,1
6823,59,21,1
6824,60,22,1
6825,51,13,1
6826,52,14,1
6827,53,15,1
6828,54,16,1
6829,55,17,1
6830,56,18,1
6831,57,19,1
6832,58,20,1
6833,59,21,1
6834,60,22,1
6835,51,13,1
6836,52,14,1
6837,53,15,1
6838,54,16,1
6839,55,17,1
6840,56,18,1
6841,57,19,1
6842,58,20,1
6843,59,21,1
6844,60,22,1
6845,51,13,1
6846,52,14,1
6847,53,15,1
6848,54,16,1
6849,55,17,1
6850,56,18,1
6851,57,19,1
6852,58,20,1
6853,59,21,1
6854,60,22,1
6855,51,13,1
6856,52,14,1
6857,53,15,1
6858,54,16,1
6859,55,17,1
6860,56,18,1
6861,57,19,1
6862,58,20,1
6863,59,21,1
6864,60,22,1
6865,51,13,1
6866,52,14,1
6867,53,15,1
6868,54,16,1
6869,55,17,1
6870,56,18,1
6871,57,19,1
6872,58,20,1
6873,59,21,1
6874,60,22,1
6875,51,13,1
6876,52,14,1
6877,53,15,1
6878,54,16,1
6879,55,17,1
6880,56,18,1
6881,57,19,1
6882,58,20,1
6883,59,21,1
6884,60,22,1
6885,51,13,1
6886,52,14,1
6887,53,15,1
6888,54,16,1
6889,55,17,1
6890,56,18,1
6891,57,19,1
6892,58,20,1
6893,59,21,1
6894,60,22,1
6895,51,13,1
6896,52,14,1
6897,53,15,1
6898,54,16,1
6899,55,17,1
6900,56,18,1
6901,57,19,1
6902,58,20,1
6903,59,21,1
6904,60,22,1
6905,51,13,1
6906,52,14,1
6907,53,15,1
6908,54,16,1
6909,55,17,1
6910,56,18,1
6911,57,19,1
6912,58,20,1
6913,59,21,1
6914,60,22,1
6915,50,13,1
6916,51,14,1
6917,52,15,1
6918,53,16,1
6919,54,17,1
6920,55,18,1
6921,56,19,1
6922,57,20,1
6923,58,21,1
6924,59,22,1
6925,50,13,1
6926,51,14,1
6927,52,15,1
6928,53,16,1
6929,54,17,1
6930,55,18,1
6931,56,19,1
6932,57,20,1
6933,58,21,1
6934,59,22,1
6935,50,13,1
6936,51,14,1
6937,52,15,1
6938,53,16,1
6939,54,17,1
6940,55,18,1
6941,56,19,1
6942,57,20,1
6943,58,21,1
6944,59,22,1
6945,50,13,1
6946,51,14,1
6947,52,15,1
6948,53,16,1
6949,54,17,1
6950,55,18,1
6951,56,19,1
6952,57,20,1
6953,58,21,1
6954,59,22,1
6955,50,13,1
6956,51,14,1
6957,52,15,1
6958,53,16,1
6959,54,17,1
6960,55,18,1
6961,56,19,1
6962,57,20,1
6963,58,21,1
6964,59,22,1
6965,50,13,1
6966,51,14,1
6967,52,15,1
6968,53,16,1
6969,54,17,1
6970,55,18,1
6971,56,19,1
6972,57,20,1
6973,58,21,1
6974,59,22,1
6975,50,13,1
6976,51,14,1
6977,52,15,1
6978,53,16,1
6979,54,17,1
6980,55,18,1
6981,56,19,1
6982,57,20,1
6983,58,21,1
6984,59,22,1
6985,50,13,1
6986,51,14,1
6987,52,15,1
6988,53,16,1
6989,54,17,1
6990,55,18,1
6991,56,19,1
6992,57,20,1
6993,58,21,1
6994,59,22,1
6995,50,13,1
6996,51,14,1
6997,52,15,1
6998,53,16,1
6999,54,17,1
7000,55,18,1
7001,56,19,1
7002,57,20,1
7003,58,21,1
7004,59,22,1
7005,50,13,1
7006,51,14,1
7007,52,15,1
7008,53,16,1
7009,54,17,1
7010,55,18,1
7011,56,19,1
7012,57,20,1
7013,58,21,1
7014,59,22,1
7015,50,13,1
7016,51,14,1
7017,52,15,1
7018,53,16,1
7019,54,17,1
7020,55,18,1
7021,56,19,1
7022,57,20,1
7023,58,21,1
7024,59,22,1
7025,50,13,1
7026,51,14,1
7027,52,15,1
7028,53,16,1
7029,54,17,1
7030,55,18,1
7031,56,19,1
7032,57,20,1
7033,58,21,1
7034,59,22,1
7035,50,13,1
7036,51,14,1
7037,52,15,1
7038,53,16,1
7039,54,17,1
7040,55,18,1
7041,56,19,1
7042,57,20,1
7043,58,21,1
7044,59,22,1
7045,50,13,1
7046,51,14,1
7047,52,15,1
7048,53,16,1
7049,54,17,1
7050,55,18,1
7051,56,19,1
7052,57,20,1
7053,58,21,1
7054,59,22,1
7055,50,13,1
7056,51,14,1
7057,52,15,1
7058,53,16,1
7059,54,17,1
7060,55,18,1
7061,56,19,1
7062,57,20,1
7063,58,21,1
7064,59,22,1
7065,50,13,1
7066,51,14,1
7067,52,15,1
7068,53,16,1
7069,54,17,1
7070,55,18,1
7071,56,19,1
7072,57,20,1
7073,58,21,1
7074,59,22,1
7075,50,13,1
7076,51,14,1
7077,52,15,1
7078,53,16,1
7079,54,17,1
7080,55,18,1
7081,56,19,1
7082,57,20,1
7083,58,21,1
7084,59,22,1
7085,50,13,1
7086,51,14,1
7087,52,15,1
7088,53,16,1
7089,54,17,1
7090,55,18,1
7091,56,19,1
7092,57,20,1
7093,58,21,1
7094,59,22,1
7095,50,13,1
7096,51,14,1
7097,52,15,1
7098,53,16,1
7099,54,17,1
7100,50,13,1
7101,51,14,1
7102,52,15,1
7103,53,16,1
7104,54,17,1
7105,55,18,1
7106,56,19,1
7107,57,20,1
7108,58,21,1
7109,59,22,1
7110,50,13,1
7111,51,14,1
7112,52,15,1
7113,53,16,1
7114,54,17,1
7115,55,18,1
7116,56,19,1
7117,57,20,1
7118,58,21,1
7119,59,22,1
7120,50,13,1
7121,51,14,1
7122,52,15,1
7123,53,16,1
7124,54,17,1
7125,55,18,1
7126,56,19,1
7127,57,20,1
7128,58,21,1
7129,59,22,1
7130,50,13,1
7131,51,14,1
7132,52,15,1
7133,53,16,1
7134,54,17,1
7135,55,18,1
7136,56,19,1
7137,57,20,1
7138,58,21,1
7139,59,22,1
7140,50,13,1
7141,51,14,1
7142,52,15,1
7143,53,16,1
7144,54,17,1
7145,55,18,1
7146,56,19,1
7147,57,20,1
7148,58,21,1
7149,59,22,1
7150,50,13,1
7151,51,14,1
7152,52,15,1
7153,53,16,1
7154,54,17,1
7155,55,18,1
7156,56,19,1
7157,57,20,1
7158,50,13,1
7159,51,14,1
7160,52,15,1
7161,53,16,1
7162,54,17,1
7163,55,18,1
7164,56,19,1
7165,57,20,1
7166,58,21,1
7167,59,22,1
7168,50,13,1
7169,51,14,1
7170,52,15,1
7171,53,16,1
7172,54,17,1
7173,55,18,1
7174,56,19,1
7175,57,20,1
7176,58,21,1
7177,59,22,1
7178,50,13,1
7179,51,14,1
7180,52,15,1
7181,53,16,1
7182,54,17,1
7183,55,18,1
7184,56,19,1
7185,57,20,1
7186,58,21,1
7187,59,22,1
7188,50,13,1
7189,51,14,1
7190,52,15,1
7191,53,16,1
7192,54,17,1
7193,55,18,1
7194,56,19,1
7195,57,20,1
7196,58,21,1
7197,59,22,1
7198,50,13,1
7199,51,14,1
7200,52,15,1
7201,53,16,1
7202,54,17,1
7203,55,18,1
7204,56,19,1
7205,57,20,1
7206,58,21,1
7207,59,22,1
7208,50,13,1
7209,51,14,1
7210,52,15,1
7211,53,16,1
7212,54,17,1
7213,55,18,1
7214,56,19,1
7215,57,20,1
7216,58,21,1
7217,59,22,1
7218,50,13,1
7219,51,14,1
7220,52,15,1
7221,53,16,1
7222,54,17,1
7223,55,18,1
7224,56,19,1
7225,57,20,1
7226,58,21,1
7227,59,22,1
7228,50,13,1
7229,51,14,1
7230,52,15,1
7231,53,16,1
7232,54,17,1
7233,55,18,1
7234,56,19,1
7235,57,20,1
7236,58,21,1
7237,59,22,1
7238,50,13,1
7239,51,14,1
7240,52,15,1
7241,53,16,1
7242,54,17,1
7243,55,18,1
7244,56,19,1
7245,57,20,1
7246,58,21,1
7247,59,22,1
7248,50,13,1
7249,51,14,1
7250,52,15,1
7251,53,16,1
7252,54,17,1
7253,55,18,1
7254,56,19,1
7255,57,20,1
7256,58,21,1
7257,59,22,1
7258,50,13,1
7259,51,14,1
7260,52,15,1
7261,53,16,1
7262,54,17,1
7263,55,18,1
7264,56,19,1
7265,57,20,1
7266,58,21,1
7267,59,22,1
7268,50,13,1
7269,51,14,1
7270,52,15,1
7271,53,16,1
7272,54,17,1
7273,55,18,1
7274,56,19,1
7275,57,20,1
7276,58,21,1
7277,59,22,1
7278,50,13,1
7279,51,14,1
7280,52,15,1
7281,53,16,1
7282,54,17,1
7283,55,18,1
7284,56,19,1
7285,57,20,1
7286,58,21,1
7287,59,22,1
7288,50,13,1
7289,51,14,1
7290,52,15,1
7291,53,16,1
7292,54,17,1
7293,55,18,1
7294,56,19,1
7295,57,20,1
7296,58,21,1
7297,59,22,1
7298,50,13,1
7299,51,14,1
7300,52,15,1
7301,53,16,1
7302,54,17,1
7303,55,18,1
7304,56,19,1
7305,57,20,1
7306,58,21,1
7307,59,22,1
7308,50,13,1
7309,51,14,1
7310,52,15,1
7311,53,16,1
7312,54,17,1
7313,55,18,1
7314,56,19,1
7315,57,20,1
7316,58,21,1
7317,59,22,1
7318,50,13,1
7319,51,14,1
7320,52,15,1
7321,53,16,1
7322,54,17,1
7323,55,18,1
7324,56,19,1
7325,57,20,1
7326,58,21,1
7327,59,22,1
7328,50,13,1
7329,51,14,1
7330,52,15,1
7331,53,16,1
7332,54,17,1
7333,55,18,1
7334,56,19,1
7335,57,20,1
7336,58,21,1
7337,59,22,1
7338,50,13,1
7339,51,14,1
7340,52,15,1
7341,53,16,1
7342,54,17,1
7343,55,18,1
7344,56,19,1
7345,57,20,1
7346,58,21,1
7347,59,22,1
7348,50,13,1
7349,51,14,1
7350,52,15,1
7351,53,16,1
7352,54,17,1
7353,55,18,1
7354,56,19,1
7355,57,20,1
7356,58,21,1
7357,59,22,1
7358,50,13,1
7359,51,14,1
7360,52,15,1
7361,53,16,1
7362,54,17,1
7363,55,18,1
7364,56,19,1
7365,57,20,1
7366,58,21,1
7367,59,22,1
7368,50,13,1
7369,51,14,1
7370,52,15,1
7371,53,16,1
7372,54,17,1
7373,55,18,1
7374,56,19,1
7375,57,20,1
7376,58,21,1
7377,59,22,1
7378,50,13,1
7379,51,14,1
7380,52,15,1
7381,53,16,1
7382,54,17,1
7383,55,18,1
7384,56,19,1
7385,57,20,1
7386,58,21,1
7387,59,22,1
7388,50,13,1
7389,51,14,1
7390,52,15,1
7391,53,16,1
7392,54,17,1
7393,55,18,1
7394,56,19,1
7395,57,20,1
7396,58,21,1
7397,59,22,1
7398,50,13,1
7399,51,14,1
7400,52,15,1
7401,53,16,1
7402,54,17,1
7403,55,18,1
7404,56,19,1
7405,57,20,1
7406,58,21,1
7407,59,22,1
7408,50,13,1
7409,51,14,1
7410,52,15,1
7411,53,16,1
7412,54,17,1
7413,55,18,1
7414,56,19,1
7415,57,20,1
7416,58,21,1
7417,59,22,1
7418,50,13,1
7419,51,14,1
7420,52,15,1
7421,53,16,1
7422,54,17,1
7423,55,18,1
7424,56,19,1
7425,57,20,1
7426,50,13,1
7427,51,14,1
7428,52,15,1
7429,53,16,1
7430,54,17,1
7431,55,18,1
7432,56,19,1
7433,57,20,1
7434,58,21,1
7435,59,22,1
7436,50,13,1
7437,51,14,1
7438,52,15,1
7439,53,16,1
7440,54,17,1
7441,55,18,1
7442,56,19,1
7443,57,20,1
7444,58,21,1
7445,59,22,1
7446,50,13,1
7447,51,14,1
7448,52,15,1
7449,53,16,1
7450,54,17,1
7451,55,18,1
7452,56,19,1
7453,57,20,1
7454,58,21,1
7455,59,22,1
7456,64,13,1
7457,50,13,1
7458,51,14,1
7459,52,15,1
7460,53,16,1
7461,54,17,1
7462,55,18,1
7463,56,19,1
7464,57,20,1
7465,58,21,1
7466,59,22,1
7467,50,13,1
7468,51,14,1
7469,52,15,1
7470,53,16,1
7471,54,17,1
7472,55,18,1
7473,56,19,1
7474,57,20,1
7475,58,21,1
7476,59,22,1
7477,50,13,1
7478,51,14,1
7479,52,15,1
7480,53,16,1
7481,54,17,1
7482,55,18,1
7483,56,19,1
7484,57,20,1
7485,58,21,1
7486,59,22,1
7487,64,13,1
7488,64,13,1
7489,64,13,1
7490,50,13,1
7491,51,14,1
7492,52,15,1
7493,53,16,1
7494,54,17,1
7495,55,18,1
7496,56,19,1
7497,57,20,1
7498,58,21,1
7499,59,22,1
7500,50,13,1
7501,51,14,1
7502,52,15,1
7503,53,16,1
7504,54,17,1
7505,55,18,1
7506,56,19,1
7507,57,20,1
7508,58,21,1
7509,59,22,1
7510,50,13,1
7511,51,14,1
7512,52,15,1
7513,53,16,1
7514,54,17,1
7515,55,18,1
7516,56,19,1
7517,57,20,1
7518,58,21,1
7519,59,22,1
7520,50,13,1
7521,51,14,1
7522,52,15,1
7523,53,16,1
7524,54,17,1
7525,55,18,1
7526,56,19,1
7527,57,20,1
7528,58,21,1
7529,59,22,1
7530,50,13,1
7531,51,14,1
7532,52,15,1
7533,53,16,1
7534,54,17,1
7535,55,18,1
7536,56,19,1
7537,57,20,1
7538,58,21,1
7539,59,22,1
7540,50,13,1
7541,51,14,1
7542,52,15,1
7543,53,16,1
7544,54,17,1
7545,55,18,1
7546,56,19,1
7547,57,20,1
7548,58,21,1
7549,59,22,1
7550,50,13,1
7551,51,14,1
7552,52,15,1
7553,53,16,1
7554,54,17,1
7555,55,18,1
7556,56,19,1
7557,57,20,1
7558,58,21,1
7559,59,22,1
7560,50,13,1
7561,51,14,1
7562,52,15,1
7563,53,16,1
7564,54,17,1
7565,55,18,1
7566,56,19,1
7567,57,20,1
7568,58,21,1
7569,59,22,1
7570,64,13,1
7571,64,13,1
7572,50,13,1
7573,51,14,1
7574,52,15,1
7575,53,16,1
7576,54,17,1
7577,55,18,1
7578,56,19,1
7579,57,20,1
7580,58,21,1
7581,59,22,1
7582,64,13,1
7583,50,13,1
7584,51,14,1
7585,52,15,1
7586,53,16,1
7587,54,17,1
7588,55,18,1
7589,56,19,1
7590,57,20,1
7591,58,21,1
7592,59,22,1
7593,50,13,1
7594,51,14,1
7595,52,15,1
7596,53,16,1
7597,54,17,1
7598,55,18,1
7599,56,19,1
7600,57,20,1
7601,58,21,1
7602,59,22,1
7603,50,13,1
7604,51,14,1
7605,52,15,1
7606,53,16,1
7607,54,17,1
7608,55,18,1
7609,56,19,1
7610,57,20,1
7611,58,21,1
7612,59,22,1
7613,64,13,1
7614,50,13,1
7615,51,14,1
7616,52,15,1
7617,50,13,1
7618,51,14,1
7619,52,15,1
7620,53,16,1
7621,54,17,1
7622,55,18,1
7623,56,19,1
7624,57,20,1
7625,58,21,1
7626,59,22,1
7627,50,13,1
7628,51,14,1
7629,52,15,1
7630,53,16,1
7631,54,17,1
7632,55,18,1
7633,56,19,1
7634,57,20,1
7635,58,21,1
7636,59,22,1
7637,50,13,1
7638,51,14,1
7639,52,15,1
7640,53,16,1
7641,54,17,1
7642,55,18,1
7643,56,19,1
7644,57,20,1
7645,50,13,1
7646,51,14,1
7647,52,15,1
7648,53,16,1
7649,54,17,1
7650,55,18,1
7651,56,19,1
7652,57,20,1
7653,58,21,1
7654,59,22,1
7655,64,13,1
7656,50,13,1
7657,51,14,1
7658,52,15,1
7659,53,16,1
7660,54,17,1
7661,55,18,1
7662,56,19,1
7663,57,20,1
7664,58,21,1
7665,59,22,1
7666,50,13,1
7667,51,14,1
7668,52,15,1
7669,53,16,1
7670,54,17,1
7671,55,18,1
7672,56,19,1
7673,57,20,1
7674,58,21,1
7675,59,22,1
7676,50,13,1
7677,51,14,1
7678,52,15,1
7679,53,16,1
7680,54,17,1
7681,55,18,1
7682,56,19,1
7683,57,20,1
7684,58,21,1
7685,59,22,1
7686,64,13,1
7687,50,13,1
7688,51,14,1
7689,52,15,1
7690,53,16,1
7691,54,17,1
7692,55,18,1
7693,56,19,1
7694,57,20,1
7695,58,21,1
7696,59,22,1
7697,50,13,1
7698,51,14,1
7699,52,15,1
7700,53,16,1
7701,54,17,1
7702,55,18,1
7703,56,19,1
7704,57,20,1
7705,58,21,1
7706,59,22,1
7707,50,13,1
7708,51,14,1
7709,52,15,1
7710,53,16,1
7711,54,17,1
7712,55,18,1
7713,56,19,1
7714,57,20,1
7715,58,21,1
7716,59,22,1
7717,50,13,1
7718,51,14,1
7719,52,15,1
7720,53,16,1
7721,54,17,1
7722,55,18,1
7723,56,19,1
7724,57,20,1
7725,58,21,1
7726,59,22,1
7727,50,13,1
7728,51,14,1
7729,52,15,1
7730,53,16,1
7731,54,17,1
7732,55,18,1
7733,56,19,1
7734,57,20,1
7735,58,21,1
7736,59,22,1
7737,64,13,1
7738,50,13,1
7739,51,14,1
7740,52,15,1
7741,53,16,1
7742,54,17,1
7743,55,18,1
7744,56,19,1
7745,57,20,1
7746,58,21,1
7747,59,22,1
7748,50,13,1
7749,51,14,1
7750,52,15,1
7751,53,16,1
7752,54,17,1
7753,55,18,1
7754,56,19,1
7755,57,20,1
7756,58,21,1
7757,59,22,1
7758,50,13,1
7759,51,14,1
7760,52,15,1
7761,53,16,1
7762,54,17,1
7763,55,18,1
7764,56,19,1
7765,57,20,1
7766,58,21,1
7767,59,22,1
7768,50,13,1
7769,51,14,1
7770,52,15,1
7771,53,16,1
7772,54,17,1
7773,55,18,1
7774,56,19,1
7775,57,20,1
7776,58,21,1
7777,59,22,1
7778,64,13,1
7779,64,13,1
7780,50,13,1
7781,51,14,1
7782,52,15,1
7783,53,16,1
7784,54,17,1
7785,50,13,1
7786,51,14,1
7787,52,15,1
7788,53,16,1
7789,54,17,1
7790,55,18,1
7791,56,19,1
7792,57,20,1
7793,58,21,1
7794,59,22,1
7795,64,13,1
7796,50,13,1
7797,51,14,1
7798,52,15,1
7799,53,16,1
7800,54,17,1
7801,55,18,1
7802,56,19,1
7803,57,20,1
7804,58,21,1
7805,59,22,1
7806,64,13,1
7807,50,13,1
7808,51,14,1
7809,52,15,1
7810,53,16,1
7811,54,17,1
7812,55,18,1
7813,56,19,1
7814,57,20,1
7815,58,21,1
7816,59,22,1
7817,50,13,1
7818,51,14,1
7819,52,15,1
7820,53,16,1
7821,54,17,1
7822,55,18,1
7823,56,19,1
7824,57,20,1
7825,58,21,1
7826,59,22,1
7827,50,13,1
7828,51,14,1
7829,52,15,1
7830,53,16,1
7831,54,17,1
7832,55,18,1
7833,56,19,1
7834,57,20,1
7835,58,21,1
7836,59,22,1
7837,50,13,1
7838,51,14,1
7839,52,15,1
7840,53,16,1
7841,54,17,1
7842,55,18,1
7843,56,19,1
7844,57,20,1
7845,58,21,1
7846,59,22,1
7847,50,13,1
7848,51,14,1
7849,52,15,1
7850,53,16,1
7851,54,17,1
7852,55,18,1
7853,56,19,1
7854,57,20,1
7855,58,21,1
7856,59,22,1
7857,50,13,1
7858,51,14,1
7859,52,15,1
7860,53,16,1
7861,54,17,1
7862,55,18,1
7863,56,19,1
7864,57,20,1
7865,58,21,1
7866,59,22,1
7867,64,13,1
7868,50,13,1
7869,51,14,1
7870,52,15,1
7871,53,16,1
7872,54,17,1
7873,55,18,1
7874,56,19,1
7875,57,20,1
7876,58,21,1
7877,59,22,1
7878,50,13,1
7879,51,14,1
7880,52,15,1
7881,53,16,1
7882,54,17,1
7883,55,18,1
7884,56,19,1
7885,57,20,1
7886,58,21,1
7887,59,22,1
7888,64,13,1
7889,50,13,1
7890,51,14,1
7891,52,15,1
7892,53,16,1
7893,54,17,1
7894,55,18,1
7895,56,19,1
7896,57,20,1
7897,58,21,1
7898,59,22,1
7899,50,13,1
7900,51,14,1
7901,52,15,1
7902,53,16,1
7903,54,17,1
7904,55,18,1
7905,56,19,1
7906,57,20,1
7907,58,21,1
7908,59,22,1
7909,64,13,1
7910,64,13,1
7911,64,13,1
7912,50,13,1
7913,51,14,1
7914,52,15,1
7915,53,16,1
7916,54,17,1
7917,55,18,1
7918,56,19,1
7919,57,20,1
7920,58,21,1
7921,59,22,1
7922,50,13,1
7923,51,14,1
7924,52,15,1
7925,53,16,1
7926,54,17,1
7927,55,18,1
7928,56,19,1
7929,57,20,1
7930,58,21,1
7931,59,22,1
7932,64,13,1
7933,50,13,1
7934,51,14,1
7935,52,15,1
7936,53,16,1
7937,54,17,1
7938,55,18,1
7939,56,19,1
7940,57,20,1
7941,58,21,1
7942,59,22,1
7943,50,13,1
7944,51,14,1
7945,52,15,1
7946,53,16,1
7947,54,17,1
7948,55,18,1
7949,56,19,1
7950,57,20,1
7951,58,21,1
7952,59,22,1
7953,64,13,1
7954,50,13,1
7955,51,14,1
7956,52,15,1
7957,53,16,1
7958,54,17,1
7959,55,18,1
7960,56,19,1
7961,57,20,1
7962,58,21,1
7963,59,22,1
7964,50,13,1
7965,51,14,1
7966,52,15,1
7967,53,16,1
7968,54,17,1
7969,55,18,1
7970,56,19,1
7971,57,20,1
7972,58,21,1
7973,59,22,1
7974,50,13,1
7975,51,14,1
7976,52,15,1
7977,53,16,1
7978,54,17,1
7979,55,18,1
7980,56,19,1
7981,57,20,1
7982,58,21,1
7983,59,22,1
7984,50,13,1
7985,51,14,1
7986,52,15,1
7987,53,16,1
7988,54,17,1
7989,55,18,1
7990,56,19,1
7991,57,20,1
7992,50,13,1
7993,51,14,1
7994,52,15,1
7995,53,16,1
7996,54,17,1
7997,55,18,1
7998,56,19,1
7999,57,20,1
8000,58,21,1
8001,59,22,1
8002,64,13,1
8003,50,13,1
8004,51,14,1
8005,52,15,1
8006,53,16,1
8007,54,17,1
8008,55,18,1
8009,56,19,1
8010,57,20,1
8011,58,21,1
8012,59,22,1
8013,50,13,1
8014,51,14,1
8015,52,15,1
8016,53,16,1
8017,54,17,1
8018,55,18,1
8019,56,19,1
8020,57,20,1
8021,58,21,1
8022,59,22,1
8023,50,13,1
8024,51,14,1
8025,52,15,1
8026,53,16,1
8027,54,17,1
8028,55,18,1
8029,56,19,1
8030,57,20,1
8031,58,21,1
8032,59,22,1
8033,50,13,1
8034,51,14,1
8035,52,15,1
8036,53,16,1
8037,54,17,1
8038,55,18,1
8039,56,19,1
8040,57,20,1
8041,58,21,1
8042,59,22,1
8043,64,13,1
8044,50,13,1
8045,51,14,1
8046,52,15,1
8047,53,16,1
8048,54,17,1
8049,55,18,1
8050,56,19,1
8051,57,20,1
8052,58,21,1
8053,59,22,1
8054,64,13,1
8055,64,13,1
8056,50,13,1
8057,51,14,1
8058,52,15,1
8059,53,16,1
8060,54,17,1
8061,55,18,1
8062,56,19,1
8063,57,20,1
8064,58,21,1
8065,59,22,1
8066,64,13,1
8067,50,13,1
8068,51,14,1
8069,52,15,1
8070,53,16,1
8071,54,17,1
8072,55,18,1
8073,56,19,1
8074,57,20,1
8075,58,21,1
8076,59,22,1
8077,50,13,1
8078,51,14,1
8079,52,15,1
8080,53,16,1
8081,54,17,1
8082,55,18,1
8083,56,19,1
8084,57,20,1
8085,58,21,1
8086,59,22,1
8087,50,13,1
8088,51,14,1
8089,52,15,1
8090,53,16,1
8091,54,17,1
8092,55,18,1
8093,56,19,1
8094,57,20,1
8095,58,21,1
8096,59,22,1
8097,50,13,1
8098,51,14,1
8099,52,15,1
8100,53,16,1
8101,54,17,1
8102,55,18,1
8103,56,19,1
8104,57,20,1
8105,58,21,1
8106,59,22,1
8107,64,13,1
8108,50,13,1
8109,51,14,1
8110,52,15,1
8111,53,16,1
8112,54,17,1
8113,55,18,1
8114,56,19,1
8115,57,20,1
8116,58,21,1
8117,59,22,1
8118,50,13,1
8119,51,14,1
8120,52,15,1
8121,53,16,1
8122,54,17,1
8123,55,18,1
8124,56,19,1
8125,57,20,1
8126,58,21,1
8127,59,22,1
8128,50,13,1
8129,51,14,1
8130,52,15,1
8131,53,16,1
8132,54,17,1
8133,55,18,1
8134,56,19,1
8135,57,20,1
8136,58,21,1
8137,59,22,1
8138,50,13,1
8139,51,14,1
8140,52,15,1
8141,53,16,1
8142,54,17,1
8143,55,18,1
8144,56,19,1
8145,57,20,1
8146,58,21,1
8147,59,22,1
8148,64,13,1
8149,64,13,1
8150,50,13,1
8151,51,14,1
8152,52,15,1
8153,53,16,1
8154,54,17,1
8155,55,18,1
8156,56,19,1
8157,57,20,1
8158,58,21,1
8159,59,22,1
8160,50,13,1
8161,51,14,1
8162,50,13,1
8163,51,14,1
8164,52,15,1
8165,53,16,1
8166,54,17,1
8167,55,18,1
8168,56,19,1
8169,57,20,1
8170,58,21,1
8171,50,13,1
8172,51,14,1
8173,52,15,1
8174,53,16,1
8175,54,17,1
8176,55,18,1
8177,56,19,1
8178,57,20,1
8179,58,21,1
8180,59,22,1
8181,50,13,1
8182,51,14,1
8183,52,15,1
8184,53,16,1
8185,54,17,1
8186,55,18,1
8187,56,19,1
8188,57,20,1
8189,58,21,1
8190,59,22,1
8191,50,13,1
8192,51,14,1
8193,52,15,1
8194,53,16,1
8195,54,17,1
8196,55,18,1
8197,56,19,1
8198,57,20,1
8199,58,21,1
8200,59,22,1
8201,49,13,0
8202,50,14,1
8203,51,15,1
8204,52,16,1
8205,53,17,1
8206,54,18,1
8207,55,19,1
8208,56,20,1
8209,57,21,1
8210,58,22,1
8211,49,13,0
8212,50,14,1
8213,51,15,1
8214,52,16,1
8215,53,17,1
8216,54,18,1
8217,55,19,1
8218,56,20,1
8219,57,21,1
8220,58,22,1
8221,49,13,0
8222,50,14,1
8223,51,15,1
8224,52,16,1
8225,53,17,1
8226,54,18,1
8227,55,19,1
8228,56,20,1
8229,57,21,1
8230,58,22,1
8231,49,13,0
8232,50,14,1
8233,51,15,1
8234,52,16,1
8235,53,17,1
8236,54,18,1
8237,55,19,1
8238,56,20,1
8239,57,21,1
8240,58,22,1
8241,64,13,1
8242,49,13,0
8243,50,14,1
8244,51,15,1
8245,52,16,1
8246,53,17,1
8247,54,18,1
8248,55,19,1
8249,56,20,1
8250,57,21,1
8251,58,22,1
8252,49,13,0
8253,50,14,1
8254,51,15,1
8255,52,16,1
8256,53,17,1
8257,54,18,1
8258,55,19,1
8259,56,20,1
8260,57,21,1
8261,58,22,1
8262,49,13,0
8263,50,14,1
8264,51,15,1
8265,52,16,1
8266,53,17,1
8267,54,18,1
8268,55,19,1
8269,56,20,1
8270,57,21,1
8271,58,22,1
8272,64,13,1
8273,49,13,0
8274,50,14,1
8275,51,15,1
8276,52,16,1
8277,53,17,1
8278,54,18,1
8279,55,19,1
8280,56,20,1
8281,57,21,1
8282,58,22,1
8283,49,13,0
8284,49,13,0
8285,50,14,1
8286,51,15,1
8287,52,16,1
8288,53,17,1
8289,54,18,1
8290,55,19,1
8291,56,20,1
8292,57,21,1
8293,58,22,1
8294,49,13,0
8295,50,14,1
8296,51,15,1
8297,52,16,1
8298,53,17,1
8299,54,18,1
8300,55,19,1
8301,56,20,1
8302,57,21,1
8303,58,22,1
8304,49,13,0
8305,50,14,1
8306,51,15,1
8307,52,16,1
8308,53,17,1
8309,54,18,1
8310,55,19,1
8311,56,20,1
8312,57,21,1
8313,58,22,1
8314,49,13,0
8315,50,14,1
8316,51,15,1
8317,52,16,1
8318,53,17,1
8319,54,18,1
8320,55,19,1
8321,56,20,1
8322,57,21,1
8323,58,22,1
